"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 27, 2015","11,693.45","11,915.60","11,917.25","11,679.55","17.10M","-1.61"
"Jan 23, 2015","11,885.15","11,877.90","11,921.00","11,767.40","30.98M","0.29"
"Jan 22, 2015","11,850.85","11,832.55","11,884.50","11,782.95","16.98M","0.31"
"Jan 21, 2015","11,813.70","11,732.45","11,838.30","11,659.70","14.32M","1.01"
"Jan 20, 2015","11,695.00","11,681.80","11,721.90","11,635.70","11.27M","0.45"
"Jan 19, 2015","11,642.75","11,732.50","11,797.60","11,629.05","13.55M","-0.14"
"Jan 16, 2015","11,659.60","11,708.85","11,708.85","11,582.85","12.35M","-0.09"
"Jan 15, 2015","11,669.85","11,672.30","11,774.50","11,575.10","13.39M","0.48"
"Jan 14, 2015","11,614.30","11,561.95","11,631.55","11,521.00","11.88M","0.97"
"Jan 13, 2015","11,502.80","11,545.25","11,546.60","11,437.95","13.02M","-0.35"
"Jan 12, 2015","11,543.65","11,456.00","11,565.85","11,378.80","13.76M","1.26"
"Jan 09, 2015","11,399.65","11,058.05","11,484.90","10,932.20","24.55M","3.46"
"Jan 08, 2015","11,018.15","11,031.15","11,058.15","10,915.05","12.44M","0.94"
"Jan 07, 2015","10,916.00","11,013.20","11,042.35","10,889.55","10.33M","-0.40"
"Jan 06, 2015","10,959.90","11,186.10","11,186.10","10,909.00","12.00M","-2.57"
"Jan 05, 2015","11,248.55","11,369.35","11,433.75","11,186.95","8.87M","-1.09"
"Jan 02, 2015","11,372.10","11,214.65","11,399.10","11,214.65","10.93M","1.39"
"Jan 01, 2015","11,215.70","11,214.80","11,235.75","11,166.35","4.45M","-0.01"
"Dec 31, 2014","11,216.30","11,129.55","11,237.65","11,106.95","8.18M","0.60"
"Dec 30, 2014","11,149.70","11,113.35","11,186.85","11,113.05","6.85M","0.41"
"Dec 29, 2014","11,104.70","11,056.20","11,154.45","11,056.20","7.21M","0.62"
"Dec 26, 2014","11,036.70","10,974.85","11,046.65","10,916.95","6.11M","0.99"
"Dec 24, 2014","10,928.00","11,104.05","11,119.55","10,889.00","17.22M","-1.50"
"Dec 23, 2014","11,094.60","11,184.95","11,260.10","11,065.15","9.65M","-0.96"
"Dec 22, 2014","11,202.10","11,223.75","11,223.75","11,088.95","12.16M","0.23"
"Dec 19, 2014","11,176.20","11,101.60","11,220.35","11,101.60","17.25M","1.72"
"Dec 18, 2014","10,987.45","10,920.65","10,997.45","10,872.15","15.67M","1.17"
"Dec 17, 2014","10,860.10","10,894.30","10,951.25","10,706.00","15.75M","-0.29"
"Dec 16, 2014","10,891.60","10,694.25","10,972.65","10,694.25","16.89M","1.53"
"Dec 15, 2014","10,727.75","10,748.50","10,830.75","10,690.85","15.25M","-1.85"
"Dec 12, 2014","10,929.90","11,030.15","11,121.10","10,869.25","15.69M","-0.51"
"Dec 11, 2014","10,986.25","11,059.70","11,088.30","10,971.50","9.43M","-1.13"
"Dec 10, 2014","11,111.70","11,137.55","11,195.75","11,102.75","8.80M","-0.24"
"Dec 09, 2014","11,138.90","11,207.60","11,271.50","11,127.75","11.41M","-0.34"
"Dec 08, 2014","11,176.45","11,417.10","11,427.90","11,136.25","50.67M","-3.12"
"Dec 05, 2014","11,536.25","11,788.55","11,789.85","11,506.55","13.43M","-1.81"
"Dec 04, 2014","11,748.75","11,809.55","11,895.15","11,732.25","20.99M","-0.50"
"Dec 03, 2014","11,807.90","11,787.60","11,819.70","11,707.25","10.61M","-0.04"
"Dec 02, 2014","11,812.75","11,952.70","11,952.70","11,794.45","8.18M","-1.40"
"Dec 01, 2014","11,981.00","11,942.25","12,013.90","11,884.95","11.81M","0.70"
"Nov 28, 2014","11,898.05","11,925.85","11,979.50","11,874.80","10.87M","-0.02"
"Nov 27, 2014","11,900.85","11,800.85","11,925.90","11,799.80","11.48M","1.11"
"Nov 26, 2014","11,770.40","11,769.20","11,804.75","11,714.85","7.94M","-0.17"
"Nov 25, 2014","11,790.00","11,847.40","11,908.10","11,679.10","14.58M","-0.17"
"Nov 24, 2014","11,809.85","11,659.70","11,825.85","11,659.70","9.78M","1.84"
"Nov 21, 2014","11,596.95","11,637.70","11,643.70","11,544.35","10.89M","-0.69"
"Nov 20, 2014","11,677.45","11,583.45","11,692.40","11,538.20","11.03M","1.33"
"Nov 19, 2014","11,524.30","11,532.00","11,556.35","11,444.65","10.81M","0.10"
"Nov 18, 2014","11,512.90","11,628.15","11,633.40","11,495.05","10.36M","-0.82"
"Nov 17, 2014","11,608.15","11,553.90","11,623.55","11,496.60","9.10M","0.31"
"Nov 14, 2014","11,571.75","11,551.40","11,614.65","11,549.60","12.68M","0.28"
"Nov 13, 2014","11,539.60","11,458.30","11,575.50","11,398.70","15.64M","1.04"
"Nov 12, 2014","11,421.30","11,428.40","11,508.75","11,406.75","11.01M","-0.16"
"Nov 11, 2014","11,439.70","11,477.25","11,501.40","11,398.25","9.17M","-0.27"
"Nov 10, 2014","11,470.95","11,491.95","11,508.90","11,388.80","9.68M","-0.05"
"Nov 07, 2014","11,476.15","11,438.30","11,523.55","11,405.50","15.38M","0.31"
"Nov 05, 2014","11,440.50","11,419.95","11,493.50","11,336.35","19.12M","0.71"
"Nov 03, 2014","11,359.90","11,433.00","11,462.85","11,306.20","12.49M","0.17"
"Oct 31, 2014","11,341.05","11,192.80","11,372.25","11,192.80","11.10M","1.95"
"Oct 30, 2014","11,124.60","10,973.35","11,190.90","10,973.35","19.96M","1.95"
"Oct 29, 2014","10,912.30","10,767.40","10,929.15","10,767.40","11.71M","1.63"
"Oct 28, 2014","10,737.25","10,696.30","10,771.55","10,696.30","10.50M","0.21"
"Oct 27, 2014","10,714.30","10,890.60","10,890.60","10,684.60","11.21M","-0.62"
"Oct 23, 2014","10,781.20","10,776.00","10,787.25","10,757.90","2.41M","0.13"
"Oct 22, 2014","10,767.40","10,835.40","10,835.40","10,749.10","9.82M","0.70"
"Oct 21, 2014","10,692.35","10,723.15","10,748.80","10,605.10","13.22M","0.18"
"Oct 20, 2014","10,673.10","10,845.70","10,845.70","10,658.45","12.62M","-0.68"
"Oct 17, 2014","10,746.20","10,889.50","10,920.25","10,716.70","21.29M","-3.84"
"Oct 16, 2014","11,174.85","11,379.05","11,438.55","11,135.25","14.31M","-1.55"
"Oct 14, 2014","11,350.30","11,474.80","11,474.80","11,336.65","12.64M","-0.76"
"Oct 13, 2014","11,437.00","11,318.55","11,483.80","11,318.55","12.33M","1.11"
"Oct 10, 2014","11,311.25","11,065.00","11,365.20","11,001.65","19.34M","2.22"
"Oct 09, 2014","11,065.15","11,138.40","11,189.65","11,023.70","11.81M","0.20"
"Oct 08, 2014","11,043.40","11,380.85","11,380.85","10,985.75","17.19M","-3.37"
"Oct 07, 2014","11,428.60","11,371.90","11,633.65","11,371.90","16.68M","-0.79"
"Oct 01, 2014","11,519.45","11,287.20","11,543.75","11,287.20","16.68M","1.92"
"Sep 30, 2014","11,302.70","11,341.40","11,360.35","11,231.80","16.75M","-0.21"
"Sep 29, 2014","11,326.60","11,178.55","11,352.10","11,129.85","12.03M","1.69"
"Sep 26, 2014","11,138.00","11,188.10","11,236.45","11,093.60","14.11M","-0.43"
"Sep 25, 2014","11,185.95","11,102.50","11,237.30","11,102.50","16.07M","1.01"
"Sep 24, 2014","11,074.20","11,135.05","11,156.05","11,034.45","12.28M","-0.12"
"Sep 23, 2014","11,088.05","11,172.25","11,309.35","11,066.00","20.31M","-0.76"
"Sep 22, 2014","11,173.15","11,187.60","11,187.60","11,090.85","13.29M","-0.45"
"Sep 19, 2014","11,224.15","11,074.00","11,316.60","11,071.40","28.64M","1.53"
"Sep 18, 2014","11,055.20","10,916.35","11,091.25","10,880.95","28.11M","0.58"
"Sep 17, 2014","10,991.40","10,866.20","11,001.50","10,866.20","9.64M","1.66"
"Sep 16, 2014","10,811.50","10,876.80","10,934.30","10,796.45","15.39M","-0.52"
"Sep 15, 2014","10,868.15","10,959.85","10,960.70","10,856.60","9.09M","-0.82"
"Sep 12, 2014","10,958.50","10,987.00","11,017.70","10,918.70","11.66M","-0.07"
"Sep 11, 2014","10,965.95","10,975.70","11,030.55","10,885.00","11.07M","0.21"
"Sep 10, 2014","10,942.45","11,041.85","11,041.85","10,929.60","8.49M","-1.15"
"Sep 09, 2014","11,069.90","11,144.00","11,156.15","11,048.40","8.87M","-0.88"
"Sep 08, 2014","11,167.75","11,062.80","11,182.50","11,056.35","12.28M","1.29"
"Sep 05, 2014","11,025.55","11,018.80","11,122.45","10,974.20","12.58M","0.59"
"Sep 04, 2014","10,960.45","11,025.85","11,025.85","10,921.65","9.15M","-0.41"
"Sep 03, 2014","11,005.10","10,749.00","11,030.15","10,749.00","15.91M","2.41"
"Sep 02, 2014","10,746.55","10,723.45","10,783.30","10,636.70","9.90M","0.39"
"Sep 01, 2014","10,705.30","10,712.50","10,753.30","10,695.05","9.07M","0.24"
"Aug 28, 2014","10,679.65","10,749.25","10,757.65","10,658.20","11.67M","-0.60"
"Aug 27, 2014","10,743.80","10,675.05","10,775.45","10,635.30","10.02M","0.68"
"Aug 26, 2014","10,671.00","10,653.60","10,714.85","10,581.85","8.88M","0.24"
"Aug 25, 2014","10,645.85","10,553.80","10,666.50","10,514.50","9.56M","0.97"
"Aug 22, 2014","10,543.40","10,403.45","10,565.25","10,403.45","9.72M","1.45"
"Aug 21, 2014","10,392.85","10,432.75","10,456.95","10,373.95","11.32M","-0.06"
"Aug 20, 2014","10,399.10","10,397.00","10,434.90","10,383.65","10.15M","0.33"
"Aug 19, 2014","10,365.15","10,441.40","10,441.40","10,346.25","8.20M","-0.51"
"Aug 18, 2014","10,418.70","10,459.70","10,465.65","10,395.95","7.98M","-0.47"
"Aug 14, 2014","10,468.25","10,513.75","10,547.15","10,440.70","7.46M","-0.12"
"Aug 13, 2014","10,480.40","10,381.05","10,529.70","10,376.85","10.02M","0.82"
"Aug 12, 2014","10,394.85","10,448.60","10,448.60","10,311.20","6.74M","0.12"
"Aug 11, 2014","10,382.55","10,391.90","10,405.55","10,338.00","8.22M","0.62"
"Aug 08, 2014","10,318.25","10,327.20","10,384.70","10,293.15","8.84M","-0.24"
"Aug 07, 2014","10,342.95","10,362.55","10,414.20","10,324.25","11.99M","-1.35"
"Aug 06, 2014","10,484.60","10,423.85","10,544.65","10,423.85","10.80M","0.59"
"Aug 05, 2014","10,422.70","10,403.60","10,450.55","10,322.00","8.39M","0.51"
"Aug 04, 2014","10,370.15","10,192.35","10,383.60","10,160.20","11.04M","2.12"
"Aug 01, 2014","10,155.30","10,227.55","10,307.00","10,141.15","12.52M","-1.45"
"Jul 31, 2014","10,304.70","10,348.05","10,351.80","10,279.55","15.98M","-0.54"
"Jul 30, 2014","10,361.05","10,395.55","10,408.30","10,311.70","9.85M","-0.22"
"Jul 28, 2014","10,383.45","10,293.70","10,405.70","10,286.95","9.64M","0.42"
"Jul 25, 2014","10,339.70","10,343.00","10,355.60","10,211.90","15.30M","-0.58"
"Jul 24, 2014","10,400.15","10,323.80","10,422.20","10,289.60","13.25M","0.91"
"Jul 23, 2014","10,306.85","10,120.00","10,325.50","10,120.00","19.08M","2.18"
"Jul 22, 2014","10,086.65","9,918.80","10,103.25","9,918.80","14.08M","1.76"
"Jul 21, 2014","9,912.40","9,998.65","10,018.20","9,892.40","11.21M","-0.35"
"Jul 18, 2014","9,946.95","9,944.85","10,019.20","9,929.90","15.99M","1.30"
"Jul 17, 2014","9,819.75","9,855.95","9,982.35","9,807.35","10.72M","0.11"
"Jul 16, 2014","9,809.00","9,824.20","9,846.10","9,761.65","8.83M","0.24"
"Jul 15, 2014","9,785.75","9,815.65","9,856.15","9,768.55","9.58M","-0.14"
"Jul 14, 2014","9,799.65","9,944.10","9,944.10","9,744.30","9.23M","-1.35"
"Jul 11, 2014","9,933.55","9,992.15","10,050.60","9,889.65","13.10M","1.20"
"Jul 10, 2014","9,816.20","9,906.65","10,002.65","9,753.10","13.34M","-0.88"
"Jul 09, 2014","9,903.30","10,041.35","10,082.70","9,867.35","16.47M","-1.16"
"Jul 08, 2014","10,019.70","10,146.75","10,146.75","9,973.15","18.08M","-1.05"
"Jul 07, 2014","10,126.25","9,922.95","10,139.40","9,918.50","18.36M","2.63"
"Jul 04, 2014","9,866.95","9,829.95","9,883.85","9,827.25","26.13M","0.36"
"Jul 03, 2014","9,831.35","9,806.00","9,903.55","9,805.00","10.67M","0.24"
"Jul 02, 2014","9,807.60","9,817.65","9,849.50","9,769.15","9.15M","0.05"
"Jul 01, 2014","9,802.85","9,896.80","9,897.30","9,786.45","9.33M","-1.10"
"Jun 30, 2014","9,912.30","9,834.15","9,921.15","9,822.70","12.55M","0.94"
"Jun 27, 2014","9,819.95","9,619.45","9,828.95","9,607.60","16.07M","2.51"
"Jun 26, 2014","9,579.40","9,585.75","9,648.10","9,553.15","12.39M","-0.09"
"Jun 25, 2014","9,587.90","9,623.40","9,643.50","9,570.95","8.63M","0.18"
"Jun 24, 2014","9,570.75","9,548.65","9,588.50","9,497.20","8.60M","0.24"
"Jun 23, 2014","9,548.20","9,671.55","9,695.30","9,518.35","7.29M","-1.57"
"Jun 20, 2014","9,700.20","9,714.50","9,736.60","9,663.30","11.55M","0.01"
"Jun 19, 2014","9,698.90","9,522.20","9,712.65","9,503.70","12.11M","1.86"
"Jun 18, 2014","9,521.35","9,630.85","9,660.50","9,494.20","11.41M","-1.03"
"Jun 17, 2014","9,620.05","9,618.75","9,678.20","9,589.15","11.60M","0.42"
"Jun 16, 2014","9,579.85","9,449.00","9,600.15","9,449.00","11.33M","1.39"
"Jun 13, 2014","9,448.65","9,462.00","9,474.15","9,339.30","11.04M","0.01"
"Jun 12, 2014","9,447.85","9,589.20","9,605.55","9,310.60","13.02M","0.12"
"Jun 11, 2014","9,436.40","9,290.50","9,510.00","9,276.30","19.73M","2.19"
"Jun 10, 2014","9,234.60","9,043.30","9,254.05","9,043.30","19.90M","2.41"
"Jun 09, 2014","9,017.70","8,948.75","9,029.05","8,926.30","13.39M","0.81"
"Jun 06, 2014","8,945.10","8,943.30","8,957.70","8,849.05","17.38M","-0.44"
"Jun 05, 2014","8,984.60","8,877.50","9,032.50","8,841.80","14.47M","1.36"
"Jun 04, 2014","8,863.90","8,974.95","8,990.90","8,820.80","12.26M","-1.25"
"Jun 03, 2014","8,976.40","9,007.80","9,039.00","8,913.95","10.37M","-0.06"
"Jun 02, 2014","8,981.95","9,004.00","9,022.60","8,963.20","7.89M","0.13"
"May 30, 2014","8,970.30","8,941.00","8,992.25","8,877.75","15.43M","0.48"
"May 29, 2014","8,927.40","9,075.80","9,075.80","8,909.45","17.03M","-3.35"
"May 28, 2014","9,237.25","9,106.15","9,253.65","9,103.80","14.21M","1.49"
"May 27, 2014","9,101.85","9,082.30","9,206.15","9,048.50","20.31M","0.45"
"May 26, 2014","9,061.00","8,986.50","9,091.80","8,962.50","20.11M","1.34"
"May 23, 2014","8,941.30","8,954.10","9,072.40","8,841.90","15.70M","0.13"
"May 22, 2014","8,929.60","8,978.85","8,980.50","8,876.35","14.00M","-0.26"
"May 21, 2014","8,952.85","8,871.75","8,962.05","8,858.95","13.76M","0.83"
"May 20, 2014","8,878.90","8,704.50","8,906.80","8,704.50","16.40M","2.35"
"May 19, 2014","8,675.10","9,135.55","9,135.55","8,609.95","21.72M","-4.79"
"May 16, 2014","9,111.40","9,372.75","9,493.00","8,946.55","17.88M","-2.18"
"May 15, 2014","9,314.40","9,347.85","9,362.90","9,234.05","8.66M","-0.38"
"May 14, 2014","9,349.65","9,356.20","9,384.80","9,306.60","8.21M","-0.16"
"May 13, 2014","9,364.80","9,159.25","9,404.75","9,159.25","10.60M","2.55"
"May 12, 2014","9,132.35","9,049.85","9,157.70","8,986.80","11.12M","0.93"
"May 09, 2014","9,048.50","8,945.75","9,091.65","8,945.75","9.48M","0.95"
"May 08, 2014","8,963.60","8,959.00","9,010.30","8,922.80","9.59M","0.19"
"May 07, 2014","8,946.55","9,153.15","9,186.30","8,905.35","14.50M","-2.54"
"May 06, 2014","9,179.70","9,219.95","9,236.25","9,154.45","8.14M","-0.48"
"May 05, 2014","9,223.55","9,288.70","9,358.25","9,208.20","8.07M","-1.03"
"May 02, 2014","9,319.55","9,219.30","9,347.80","9,219.30","12.11M","0.99"
"Apr 30, 2014","9,227.95","9,242.90","9,294.25","9,198.60","18.38M","-0.26"
"Apr 29, 2014","9,251.60","9,264.50","9,312.50","9,241.65","15.78M","-0.10"
"Apr 28, 2014","9,261.30","9,271.50","9,321.50","9,251.85","10.50M","-0.15"
"Apr 25, 2014","9,275.00","9,311.50","9,334.35","9,236.30","11.54M","0.03"
"Apr 23, 2014","9,272.05","9,318.65","9,348.90","9,260.45","15.50M","-0.08"
"Apr 22, 2014","9,279.20","9,333.55","9,388.45","9,267.15","12.12M","-0.55"
"Apr 21, 2014","9,330.25","9,395.55","9,417.60","9,317.85","14.40M","-0.64"
"Apr 17, 2014","9,390.20","9,363.05","9,407.00","9,240.50","17.87M","1.26"
"Apr 16, 2014","9,273.15","9,506.80","9,506.80","9,248.65","19.79M","-2.30"
"Apr 15, 2014","9,491.60","9,452.60","9,554.75","9,387.05","16.88M","1.93"
"Apr 11, 2014","9,312.00","9,156.45","9,350.95","9,081.20","15.89M","1.45"
"Apr 10, 2014","9,179.20","9,277.75","9,280.65","9,159.90","13.78M","-1.05"
"Apr 09, 2014","9,276.90","9,360.15","9,397.60","9,208.75","13.04M","-1.04"
"Apr 07, 2014","9,374.45","9,355.05","9,400.05","9,296.10","7.78M","-0.16"
"Apr 04, 2014","9,389.40","9,511.80","9,542.05","9,373.40","9.09M","-0.87"
"Apr 03, 2014","9,472.00","9,505.45","9,517.00","9,428.55","11.06M","-0.08"
"Apr 02, 2014","9,479.90","9,515.05","9,542.65","9,463.60","16.86M","0.43"
"Apr 01, 2014","9,439.75","9,331.50","9,458.40","9,324.65","16.60M","1.52"
"Mar 31, 2014","9,298.00","9,297.95","9,325.05","9,184.35","12.01M","0.24"
"Mar 28, 2014","9,275.35","9,245.70","9,323.20","9,223.20","10.59M","0.63"
"Mar 27, 2014","9,217.10","9,234.30","9,244.90","9,159.95","15.37M","-0.06"
"Mar 26, 2014","9,222.90","9,318.95","9,321.80","9,209.90","12.65M","-0.84"
"Mar 25, 2014","9,300.60","9,308.50","9,366.40","9,280.35","14.73M","-0.69"
"Mar 24, 2014","9,365.05","9,365.30","9,435.70","9,339.00","12.95M","-0.14"
"Mar 22, 2014","9,377.75","9,355.40","9,419.70","9,342.80","1.28M","0.07"
"Mar 21, 2014","9,370.75","9,376.95","9,451.30","9,257.90","20.59M","0.61"
"Mar 20, 2014","9,313.50","9,147.05","9,387.00","9,147.05","31.21M","1.69"
"Mar 19, 2014","9,158.95","9,305.25","9,305.25","9,051.20","29.86M","-2.19"
"Mar 18, 2014","9,364.35","9,451.10","9,480.20","9,342.55","14.53M","-0.79"
"Mar 14, 2014","9,439.05","9,422.85","9,509.40","9,395.90","11.46M","-0.25"
"Mar 13, 2014","9,462.70","9,539.30","9,637.85","9,433.15","15.40M","-4.20"
"Mar 12, 2014","9,877.60","9,823.80","9,921.95","9,823.80","10.84M","0.50"
"Mar 11, 2014","9,828.60","9,803.80","9,922.65","9,746.00","13.17M","0.19"
"Mar 10, 2014","9,809.55","10,033.05","10,033.05","9,792.00","14.52M","-2.44"
"Mar 07, 2014","10,054.90","10,266.05","10,272.50","9,966.00","19.03M","-1.95"
"Mar 06, 2014","10,254.60","10,272.40","10,300.25","10,237.90","14.32M","0.17"
"Mar 05, 2014","10,237.25","10,260.20","10,301.70","10,215.75","13.72M","0.40"
"Mar 04, 2014","10,196.55","10,172.80","10,251.30","10,165.35","12.30M","-0.12"
"Mar 03, 2014","10,209.10","10,339.80","10,398.15","10,190.75","14.76M","-1.25"
"Feb 28, 2014","10,338.55","10,107.70","10,353.25","10,107.70","22.01M","1.35"
"Feb 26, 2014","10,200.85","10,167.10","10,212.60","10,155.30","35.24M","0.37"
"Feb 25, 2014","10,162.90","10,099.90","10,173.75","10,099.90","12.26M","0.95"
"Feb 24, 2014","10,067.65","10,101.00","10,101.00","10,041.65","14.23M","-0.33"
"Feb 21, 2014","10,101.05","10,010.50","10,109.85","10,010.50","14.54M","1.30"
"Feb 20, 2014","9,971.70","10,028.35","10,051.80","9,962.20","15.03M","-0.61"
"Feb 19, 2014","10,033.05","9,912.00","10,065.75","9,912.00","14.62M","1.50"
"Feb 18, 2014","9,884.85","9,859.65","9,920.85","9,859.65","16.28M","0.18"
"Feb 17, 2014","9,867.50","9,898.10","9,931.00","9,841.20","6.23M","0.12"
"Feb 14, 2014","9,855.45","9,770.05","9,870.50","9,751.50","8.82M","1.38"
"Feb 13, 2014","9,721.35","9,752.25","9,767.00","9,697.25","8.42M","-0.19"
"Feb 12, 2014","9,739.80","9,747.75","9,786.00","9,725.15","10.20M","0.30"
"Feb 11, 2014","9,710.25","9,639.40","9,769.05","9,639.40","10.52M","0.95"
"Feb 10, 2014","9,619.25","9,668.40","9,677.45","9,605.80","8.77M","-0.30"
"Feb 07, 2014","9,648.40","9,754.30","9,778.60","9,595.45","12.72M","-0.49"
"Feb 06, 2014","9,696.05","9,700.40","9,732.30","9,599.45","9.85M","-0.23"
"Feb 05, 2014","9,718.45","9,677.90","9,729.75","9,585.25","12.39M","1.11"
"Feb 04, 2014","9,611.65","9,686.80","9,686.80","9,522.45","10.17M","-1.84"
"Feb 03, 2014","9,792.10","9,897.25","9,923.10","9,783.50","6.67M","-1.66"
"Jan 31, 2014","9,957.45","9,895.05","10,021.10","9,880.55","8.29M","0.80"
"Jan 30, 2014","9,878.75","9,860.25","9,903.05","9,771.55","9.61M","-0.18"
"Jan 29, 2014","9,896.70","9,861.35","9,945.60","9,825.40","9.94M","0.60"
"Jan 28, 2014","9,837.95","9,906.50","9,929.75","9,807.70","12.79M","-1.01"
"Jan 27, 2014","9,938.65","9,926.75","10,012.80","9,905.55","10.17M","-0.72"
"Jan 24, 2014","10,010.50","10,036.60","10,143.00","9,997.35","10.90M","-0.75"
"Jan 23, 2014","10,086.35","10,116.60","10,123.95","10,008.55","14.92M","-0.26"
"Jan 22, 2014","10,112.80","10,078.20","10,140.40","10,051.60","12.09M","0.17"
"Jan 21, 2014","10,095.55","10,155.15","10,158.45","10,062.40","14.82M","-0.58"
"Jan 20, 2014","10,154.00","9,872.20","10,165.90","9,872.20","19.15M","2.73"
"Jan 17, 2014","9,884.35","10,072.85","10,078.95","9,867.80","19.12M","-2.40"
"Jan 16, 2014","10,127.75","10,089.25","10,153.75","10,043.65","16.07M","0.61"
"Jan 15, 2014","10,065.95","10,040.30","10,105.50","10,000.25","15.15M","0.69"
"Jan 14, 2014","9,996.80","10,042.65","10,067.25","9,964.25","15.68M","-0.63"
"Jan 13, 2014","10,060.15","9,831.55","10,080.95","9,831.55","17.29M","2.84"
"Jan 10, 2014","9,782.70","9,664.40","9,848.35","9,602.60","23.52M","2.16"
"Jan 09, 2014","9,575.85","9,546.90","9,606.00","9,518.40","20.16M","0.46"
"Jan 08, 2014","9,531.55","9,539.15","9,608.90","9,519.25","15.40M","0.09"
"Jan 07, 2014","9,522.75","9,648.70","9,648.70","9,507.85","17.46M","-1.22"
"Jan 06, 2014","9,640.75","9,707.35","9,709.45","9,569.65","27.48M","-0.34"
"Jan 03, 2014","9,673.20","9,456.45","9,684.00","9,431.70","15.83M","2.06"
"Jan 02, 2014","9,478.35","9,475.30","9,546.30","9,445.55","12.62M","0.16"
"Jan 01, 2014","9,462.80","9,548.50","9,558.35","9,453.20","5.74M","-0.58"
"Dec 31, 2013","9,517.85","9,514.55","9,546.70","9,467.50","7.75M","0.19"
"Dec 30, 2013","9,499.60","9,609.65","9,632.15","9,451.30","10.51M","-0.83"
"Dec 27, 2013","9,579.10","9,460.15","9,598.10","9,460.15","13.03M","1.58"
"Dec 26, 2013","9,430.10","9,405.20","9,451.40","9,391.00","9.82M","0.41"
"Dec 24, 2013","9,391.50","9,418.35","9,455.25","9,372.80","8.15M","0.06"
"Dec 23, 2013","9,385.45","9,448.85","9,531.95","9,372.30","9.63M","-1.08"
"Dec 20, 2013","9,488.25","9,368.40","9,521.65","9,368.40","22.37M","1.71"
"Dec 19, 2013","9,329.00","9,207.05","9,401.30","9,192.20","12.42M","1.76"
"Dec 18, 2013","9,167.90","9,110.80","9,178.15","9,110.30","9.46M","0.53"
"Dec 17, 2013","9,119.35","9,126.10","9,197.35","9,109.05","13.73M","0.10"
"Dec 16, 2013","9,110.25","8,975.20","9,134.15","8,961.85","10.97M","1.70"
"Dec 13, 2013","8,957.60","8,948.25","9,025.90","8,938.65","9.92M","-0.08"
"Dec 12, 2013","8,964.95","8,991.45","9,006.10","8,950.85","8.23M","-0.70"
"Dec 11, 2013","9,028.20","9,031.40","9,045.45","8,982.90","10.80M","-0.20"
"Dec 10, 2013","9,045.90","8,867.00","9,070.30","8,867.00","15.35M","1.90"
"Dec 09, 2013","8,877.10","8,926.25","8,930.45","8,837.55","8.82M","0.56"
"Dec 06, 2013","8,827.80","8,813.80","8,856.45","8,810.10","7.44M","-0.08"
"Dec 05, 2013","8,834.55","8,932.95","8,970.95","8,817.05","8.27M","-0.47"
"Dec 04, 2013","8,876.60","8,868.25","8,950.70","8,864.45","10.59M","0.10"
"Dec 03, 2013","8,867.80","8,837.05","8,906.95","8,837.05","8.85M","0.16"
"Dec 02, 2013","8,854.00","8,804.90","8,881.95","8,804.90","9.04M","0.38"
"Nov 29, 2013","8,820.75","8,769.25","8,839.75","8,744.00","13.76M","0.83"
"Nov 28, 2013","8,748.35","8,729.25","8,767.00","8,679.10","13.43M","0.53"
"Nov 27, 2013","8,702.40","8,775.80","8,791.95","8,680.95","10.24M","-0.64"
"Nov 26, 2013","8,758.30","8,755.05","8,795.65","8,712.85","21.97M","-0.29"
"Nov 25, 2013","8,783.80","8,793.45","8,875.35","8,738.75","8.13M","-0.02"
"Nov 22, 2013","8,785.45","8,784.50","8,848.50","8,755.20","8.45M","0.21"
"Nov 21, 2013","8,767.10","8,912.55","8,925.85","8,745.30","10.83M","-1.66"
"Nov 20, 2013","8,915.35","8,987.20","9,023.65","8,902.65","10.61M","-0.98"
"Nov 19, 2013","9,003.90","8,993.40","9,019.40","8,964.70","16.85M","0.28"
"Nov 18, 2013","8,978.35","8,919.40","9,010.60","8,919.40","15.26M","1.31"
"Nov 14, 2013","8,862.00","8,912.90","8,940.55","8,855.55","8.76M","0.03"
"Nov 13, 2013","8,859.15","8,897.50","8,954.25","8,845.35","9.35M","-0.62"
"Nov 12, 2013","8,914.40","8,971.65","9,019.30","8,899.05","14.08M","-0.54"
"Nov 11, 2013","8,962.85","8,943.10","9,095.75","8,915.00","11.72M","0.07"
"Nov 08, 2013","8,956.90","8,969.70","9,045.55","8,933.90","12.18M","0.00"
"Nov 07, 2013","8,956.55","8,882.85","9,058.05","8,875.05","14.31M","1.28"
"Nov 06, 2013","8,843.05","8,766.90","8,865.50","8,766.90","10.64M","1.36"
"Nov 05, 2013","8,724.10","8,780.60","8,791.10","8,705.95","11.34M","-1.12"
"Nov 03, 2013","8,822.85","8,812.75","8,837.85","8,812.75","718.00K","0.26"
"Nov 01, 2013","8,799.55","8,840.60","8,909.00","8,787.70","9.24M","-0.60"
"Oct 31, 2013","8,852.80","8,814.20","8,881.30","8,814.20","15.31M","0.20"
"Oct 30, 2013","8,835.15","8,803.25","8,853.30","8,784.90","17.92M","0.15"
"Oct 29, 2013","8,822.10","8,784.85","8,844.20","8,771.40","11.51M","0.44"
"Oct 28, 2013","8,783.20","8,796.55","8,851.85","8,760.80","9.22M","-0.33"
"Oct 25, 2013","8,812.55","8,670.40","8,823.10","8,647.95","15.29M","1.51"
